Date,mtt_condition,mtt_on,mtt_off,mansfield_rs,minervini_rs,dorsey_rs,is_52w_high,is_52w_low,is_advance,is_decline,volume_advance,volume_decline,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分,日経平均構成銘柄,rsi_ma,rsi_mi
2024-08-05,0,0,0,-4.186368156046094,-6.835386369948866,-0.48418606131613867,False,False,False,True,0,75300,8052,椿本興業,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,41.0,68.0
2024-08-05,0,0,0,-9.454459154876426,-20.666543213300233,-1.444753217470242,False,True,False,True,0,8949700,8053,住友商事,卸売業,商社・卸売,TOPIX Large70,プライム（内国株式）,True,29.0,30.0
2024-08-05,0,0,0,4.087601519070461,2.754876173550336,-1.0915681980220904,False,False,False,True,0,552500,8056,ＢＩＰＲＯＧＹ,情報・通信業,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,False,65.0,86.0
2024-08-05,0,0,0,4.110765233635094,-1.61526825390464,-0.7730570119959116,False,False,False,True,0,47800,8057,内田洋行,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,False,65.0,80.0
2024-08-05,0,0,0,-2.431229076070829,-11.036622789240132,-1.1531044000882498,False,False,False,True,0,28172200,8058,三菱商事,卸売業,商社・卸売,TOPIX Core30,プライム（内国株式）,True,46.0,55.0
2024-08-05,0,0,0,3.794230351469108,-6.186782451319675,-1.0634953836386993,False,False,False,True,0,48600,8059,第一実業,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,64.0,69.0
2024-08-05,0,0,0,9.729257486303023,-2.165330845630329,-0.8113229809834767,False,False,False,True,0,164000,8060,キヤノンマーケティングジャパン,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,False,78.0,78.0
2024-08-05,0,0,0,11.89586056600871,15.676232088512313,-1.243390504141028,False,False,False,True,0,120900,8061,西華産業,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,83.0,95.0
2024-08-05,0,0,0,-5.918495706697202,-17.273934266803952,-0.9149934014898936,False,True,False,True,0,53200,8065,佐藤商事,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,37.0,38.0
2024-08-05,0,0,0,-1.5458937367693104,-9.988078536280346,-0.8317703835654358,False,False,False,True,0,12500,8066,三谷商事,卸売業,商社・卸売,-,スタンダード（内国株式）,False,48.0,59.0
2024-08-05,0,0,0,-3.8653427324654155,-16.887623570814792,-0.8622799088029037,False,True,False,True,0,207600,8070,東京産業,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,42.0,39.0
2024-08-05,0,0,1,12.44288528393036,1.5322291839522253,-0.9082156725899689,False,False,False,True,0,1300,8072,日本出版貿易,卸売業,商社・卸売,-,スタンダード（内国株式）,False,84.0,85.0
2024-08-05,0,0,0,6.814935883128093,-5.485269272267942,-0.8819666647116455,False,False,False,True,0,31900,8074,ユアサ商事,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,False,72.0,71.0
2024-08-05,0,0,1,16.368503044931938,8.541455357212545,-1.2726515817178423,False,False,False,True,0,33200,8075,神鋼商事,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,90.0,92.0
2024-08-05,0,0,0,-13.116734816734265,-24.361642628763654,-1.2899076413030282,False,True,False,True,0,39000,8076,カノークス,卸売業,商社・卸売,-,スタンダード（内国株式）,False,22.0,22.0
2024-08-05,0,0,0,-17.87726498913561,-28.834462289427975,-0.82924039671258,False,True,False,True,0,211400,8077,トルク,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,False,15.0,15.0
2024-08-05,0,0,0,-6.427908723045139,-17.188631460101583,-1.4392909387654582,False,False,False,True,0,236600,8078,阪和興業,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,False,36.0,38.0
